trp_multiplayer_profile_troop_male|perfil tropa multijugador hombre
trp_multiplayer_profile_troop_male_pl|perfil tropa multijugador hombre
trp_multiplayer_profile_troop_female|perfil tropa multijugador mujer
trp_multiplayer_profile_troop_female_pl|perfil tropa multijugador mujer
trp_temp_troop|Tropa temporal
trp_temp_troop_pl|Tropa temporal
trp_find_item_cheat|encontrar objeto trampa
trp_find_item_cheat_pl|encontrar objeto trampa
trp_random_town_sequence|Secuencia al azar de la ciudad
trp_random_town_sequence_pl|Secuencia al azar de la ciudad
trp_tournament_participants|Participantes del torneo
trp_tournament_participants_pl|Participantes del torneo
trp_tutorial_maceman|Macero
trp_tutorial_maceman_pl|Macero
trp_tutorial_archer|Arquero
trp_tutorial_archer_pl|Arquero
trp_tutorial_swordsman|Espadachín
trp_tutorial_swordsman_pl|Espadachín
trp_novice_fighter|Luchador novicio
trp_novice_fighter_pl|Luchadores novicios
trp_regular_fighter|Luchador con experiencia
trp_regular_fighter_pl|Luchadores con experiencia
trp_veteran_fighter|Luchador veterano
trp_veteran_fighter_pl|Luchadores veteranos
trp_champion_fighter|Luchador campeón
trp_champion_fighter_pl|Luchadores campeones
trp_arena_training_fighter_1|Luchador novicio
trp_arena_training_fighter_1_pl|Luchadores novicios
trp_arena_training_fighter_2|Luchador novicio
trp_arena_training_fighter_2_pl|Luchadores novicios
trp_arena_training_fighter_3|Luchador con experiencia
trp_arena_training_fighter_3_pl|Luchadores con experiencia
trp_arena_training_fighter_4|Luchador con experiencia
trp_arena_training_fighter_4_pl|Luchadores con experiencia
trp_arena_training_fighter_5|Luchador con experiencia
trp_arena_training_fighter_5_pl|Luchadores con experiencia
trp_arena_training_fighter_6|Luchador veterano
trp_arena_training_fighter_6_pl|Luchadores veteranos
trp_arena_training_fighter_7|Luchador veterano
trp_arena_training_fighter_7_pl|Luchadores veteranos
trp_arena_training_fighter_8|Luchador veterano
trp_arena_training_fighter_8_pl|Luchadores veteranos
trp_arena_training_fighter_9|Luchador campeón
trp_arena_training_fighter_9_pl|Luchadores campeones
trp_arena_training_fighter_10|Luchador campeón
trp_arena_training_fighter_10_pl|Luchadores campeones
trp_cattle|Ganado
trp_cattle_pl|Ganado
trp_farmer|Granjero
trp_farmer_pl|Granjeros
trp_townsman|Ciudadano
trp_townsman_pl|Ciudadanos
trp_watchman|Vigilante
trp_watchman_pl|Vigilantes
trp_caravan_guard|Guardia de caravanas
trp_caravan_guard_pl|Guardias de caravanas
trp_mercenary_swordsman|Espadachín mercenario
trp_mercenary_swordsman_pl|Espadachines mercenarios
trp_hired_blade|Espada contratada
trp_hired_blade_pl|Espadas contratadas
trp_mercenary_crossbowman|Ballestero mercenario
trp_mercenary_crossbowman_pl|Ballesteros mercenarios
trp_mercenary_horseman|Jinete mercenario
trp_mercenary_horseman_pl|Jinetes mercenarios
trp_mercenary_cavalry|Caballero mercenario
trp_mercenary_cavalry_pl|Caballero mercenario
trp_mercenaries_end|fin mercenarios
trp_mercenaries_end_pl|fin mercenarios
trp_swadian_recruit|Recluta Swadiano
trp_swadian_recruit_pl|Reclutas Swadianos
trp_swadian_militia|Miliciano Swadiano
trp_swadian_militia_pl|Milicianos Swadianos
trp_swadian_footman|Soldado de a pie Swadiano
trp_swadian_footman_pl|Soldados de a pie Swadianos
trp_swadian_infantry|Infantería Swadiana
trp_swadian_infantry_pl|Infantería Swadiana
trp_swadian_sergeant|Sargento Swadiano
trp_swadian_sergeant_pl|Sargentos Swadianos
trp_swadian_skirmisher|Escaramuzador Swadiano
trp_swadian_skirmisher_pl|Escaramuzadores Swadianos
trp_swadian_crossbowman|Ballestero Swadiano
trp_swadian_crossbowman_pl|Ballesteros Swadianos
trp_swadian_sharpshooter|Tirador de Primera Swadiano
trp_swadian_sharpshooter_pl|Tiradores de Primera Swadianos
trp_swadian_man_at_arms|Hombre de Armas Swadiano
trp_swadian_man_at_arms_pl|Hombres de Armas Swadianos
trp_swadian_knight|Caballero Swadiano
trp_swadian_knight_pl|Caballeros Swadianos
trp_swadian_messenger|Mensajero Swadiano
trp_swadian_messenger_pl|Mensajeros Swadianos
trp_swadian_deserter|Desertor Swadiano
trp_swadian_deserter_pl|Desertores Swadianos
trp_swadian_prison_guard|Guardia de la prisión
trp_swadian_prison_guard_pl|Guardias de la prisión
trp_swadian_castle_guard|Guardia del castillo
trp_swadian_castle_guard_pl|Guardias del castillo
trp_vaegir_recruit|Recluta Vaegir
trp_vaegir_recruit_pl|Reclutas Vaegires
trp_vaegir_footman|Soldado de a pie Vaegir
trp_vaegir_footman_pl|Soldados de a pie Vaegires
trp_vaegir_skirmisher|Escaramuzador Vaegir
trp_vaegir_skirmisher_pl|Escaramuzadores Vaegires
trp_vaegir_archer|Arquero Vaegir
trp_vaegir_archer_pl|Arqueros Vaegires
trp_vaegir_marksman|Tirador Vaegir
trp_vaegir_marksman_pl|Tiradores Vaegires
trp_vaegir_veteran|Veterano Vaegir
trp_vaegir_veteran_pl|Veteranos Vaegires
trp_vaegir_infantry|Infantería Vaegir
trp_vaegir_infantry_pl|Infantería Vaegir
trp_vaegir_guard|Guardia Vaegir
trp_vaegir_guard_pl|Guardias Vaegires
trp_vaegir_horseman|Jinete Vaegir
trp_vaegir_horseman_pl|Jinetes Vaegires
trp_vaegir_knight|Caballero Vaegir
trp_vaegir_knight_pl|Caballeros Vaegires
trp_vaegir_messenger|Mensajero Vaegir
trp_vaegir_messenger_pl|Mensajeros Vaegires
trp_vaegir_deserter|Desertor Vaegir
trp_vaegir_deserter_pl|Desertores Vaegires
trp_vaegir_prison_guard|Guardia de la prisión
trp_vaegir_prison_guard_pl|Guardias de la prisión
trp_vaegir_castle_guard|Guardia del castillo
trp_vaegir_castle_guard_pl|Guardias del castillo
trp_khergit_tribesman|Miembro de la tribu Khergita
trp_khergit_tribesman_pl|Miembros de la tribu Khergita
trp_khergit_skirmisher|Escaramuzador Khergita
trp_khergit_skirmisher_pl|Escaramuzadores Khergitas
trp_khergit_horseman|Jinete Khergita
trp_khergit_horseman_pl|Jinetes Khergitas
trp_khergit_horse_archer|Arquero montado Khergita
trp_khergit_horse_archer_pl|Arqueros montados Khergitas
trp_khergit_veteran_horse_archer|Arquero montado Khergita veterano
trp_khergit_veteran_horse_archer_pl|Arqueros montados Khergitas veteranos
trp_khergit_lancer|Lancero Khergita
trp_khergit_lancer_pl|Lanceros Khergitas
trp_khergit_messenger|Mensajero Khergita
trp_khergit_messenger_pl|Mensajeros Khergitas
trp_khergit_deserter|Desertor Khergita
trp_khergit_deserter_pl|Desertores Khergitas
trp_khergit_prison_guard|Guardia de la prisión
trp_khergit_prison_guard_pl|Guardias de la prisión
trp_khergit_castle_guard|Guardia del castillo
trp_khergit_castle_guard_pl|Guardias del castillo
trp_nord_recruit|Recluta Nórdico
trp_nord_recruit_pl|Reclutas Nórdicos
trp_nord_footman|Soldado de a pie Nórdico
trp_nord_footman_pl|Soldados de a pie Nórdicos
trp_nord_trained_footman|Soldado de a pie Nórdico entrenado
trp_nord_trained_footman_pl|Soldados de a pie Nórdicos entrenados
trp_nord_warrior|Guerrero Nórdico
trp_nord_warrior_pl|Guerreros Nórdicos
trp_nord_veteran|Veterano Nórdico
trp_nord_veteran_pl|Veteranos Nórdicos
trp_nord_champion|Campeón Nórdico
trp_nord_champion_pl|Campeones Nórdicos
trp_nord_huntsman|Cazador Nórdico
trp_nord_huntsman_pl|Cazadores Nórdicos
trp_nord_archer|Arquero nórdico
trp_nord_archer_pl|Arqueros Nórdicos
trp_nord_veteran_archer|Arquero Nórdico veterano
trp_nord_veteran_archer_pl|Arqueros Nórdicos veteranos
trp_nord_messenger|Mensajero Nórdico
trp_nord_messenger_pl|Mensajeros Nórdicos
trp_nord_deserter|Desertor Nórdico
trp_nord_deserter_pl|Desertores Nórdicos
trp_nord_prison_guard|Guardia de la prisión
trp_nord_prison_guard_pl|Guardias de la prisión
trp_nord_castle_guard|Guardia del castillo
trp_nord_castle_guard_pl|Guardias del castillo
trp_rhodok_tribesman|Miembro de la tribu Rhodok
trp_rhodok_tribesman_pl|Miembros de la tribu Rhodok
trp_rhodok_spearman|Lancero Rhodok
trp_rhodok_spearman_pl|Lanceros Rhodok
trp_rhodok_trained_spearman|Lancero Rhodok entrenado
trp_rhodok_trained_spearman_pl|Lanceros Rhodok entrenados
trp_rhodok_veteran_spearman|Lancero Rhodok veterano
