itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_tutorial_spear|Копье
itm_tutorial_spear_pl|Копье
itm_tutorial_club|Дубина
itm_tutorial_club_pl|Дубина
itm_tutorial_battle_axe|Боевой топор
itm_tutorial_battle_axe_pl|Боевой топор
itm_tutorial_arrows|Стрелы
itm_tutorial_arrows_pl|Стрелы
itm_tutorial_bolts|Болты
itm_tutorial_bolts_pl|Болты
itm_tutorial_short_bow|Короткий лук
itm_tutorial_short_bow_pl|Короткий лук
itm_tutorial_crossbow|Арбалет
itm_tutorial_crossbow_pl|Арбалет
itm_tutorial_throwing_daggers|Метательные кинжалы
itm_tutorial_throwing_daggers_pl|Метательные кинжалы
itm_tutorial_saddle_horse|Верховая лошадь
itm_tutorial_saddle_horse_pl|Верховая лошадь
itm_tutorial_shield|Каплевидный щит
itm_tutorial_shield_pl|Каплевидный щит
itm_tutorial_staff_no_attack|Посох
itm_tutorial_staff_no_attack_pl|Посох
itm_tutorial_staff|Посох
itm_tutorial_staff_pl|Посох
itm_tutorial_sword|Меч
itm_tutorial_sword_pl|Меч
itm_tutorial_axe|Топор
itm_tutorial_axe_pl|Топор
itm_tutorial_dagger|Кинжал
itm_tutorial_dagger_pl|Кинжал
itm_horse_meat|Конина
itm_horse_meat_pl|Конина
itm_practice_sword|Учебный меч
itm_practice_sword_pl|Учебный меч
itm_heavy_practice_sword|Учебный большой меч
itm_heavy_practice_sword_pl|Учебный большой меч
itm_practice_dagger|Учебный кинжал
itm_practice_dagger_pl|Учебный кинжал
itm_practice_axe|Учебный топор
itm_practice_axe_pl|Учебный топор
itm_arena_axe|Топор
itm_arena_axe_pl|Топор
itm_arena_sword|Меч
itm_arena_sword_pl|Меч
itm_arena_sword_two_handed|Двуручный меч
itm_arena_sword_two_handed_pl|Двуручный меч
itm_arena_lance|Кавалерийское копье
itm_arena_lance_pl|Кавалерийское копье
itm_practice_staff|Учебный посох
itm_practice_staff_pl|Учебный посох
itm_practice_lance|Учебное кавалерийское копье
itm_practice_lance_pl|Учебное кавалерийское копье
itm_practice_shield|Учебный щит
itm_practice_shield_pl|Учебный щит
itm_practice_bow|Учебный лук
itm_practice_bow_pl|Учебный лук
itm_practice_crossbow|Учебный арбалет
itm_practice_crossbow_pl|Учебный арбалет
itm_practice_javelin|Учебные метательные копья
itm_practice_javelin_pl|Учебные метательные копья
itm_practice_javelin_melee|Учебное метательное копье
itm_practice_javelin_melee_pl|Учебное метательное копье
itm_practice_throwing_daggers|Метательные кинжалы
itm_practice_throwing_daggers_pl|Метательные кинжалы
itm_practice_throwing_daggers_100_amount|Метательные кинжалы
itm_practice_throwing_daggers_100_amount_pl|Метательные кинжалы
itm_practice_horse|Учебная лошадь
itm_practice_horse_pl|Учебная лошадь
itm_practice_arrows|Учебные стрелы
itm_practice_arrows_pl|Учебные стрелы
itm_practice_bolts|Учебные болты
itm_practice_bolts_pl|Учебные болты
itm_practice_arrows_10_amount|Учебные стрелы
itm_practice_arrows_10_amount_pl|Учебные стрелы
itm_practice_arrows_100_amount|Учебные стрелы
itm_practice_arrows_100_amount_pl|Учебные стрелы
itm_practice_bolts_9_amount|Учебные болты
itm_practice_bolts_9_amount_pl|Учебные болты
itm_practice_boots|Учебные сапоги
itm_practice_boots_pl|Учебные сапоги
itm_red_tourney_armor|Красный турнирный доспех
itm_red_tourney_armor_pl|Красный турнирный доспех
itm_blue_tourney_armor|Синий турнирный доспех
itm_blue_tourney_armor_pl|Синий турнирный доспех
itm_green_tourney_armor|Зеленый турнирный доспех
itm_green_tourney_armor_pl|Зеленый турнирный доспех
itm_gold_tourney_armor|Золотой турнирный доспех
itm_gold_tourney_armor_pl|Золотой турнирный доспех
itm_red_tourney_helmet|Красный турнирный шлем
itm_red_tourney_helmet_pl|Красный турнирный шлем
itm_blue_tourney_helmet|Синий турнирный шлем
itm_blue_tourney_helmet_pl|Синий турнирный шлем
itm_green_tourney_helmet|Зеленый турнирный шлем
itm_green_tourney_helmet_pl|Зеленый турнирный шлем
itm_gold_tourney_helmet|Золотой турнирный шлем
itm_gold_tourney_helmet_pl|Золотой турнирный шлем
itm_arena_shield_red|Щит
itm_arena_shield_red_pl|Щит
itm_arena_shield_blue|Щит
itm_arena_shield_blue_pl|Щит
itm_arena_shield_green|Щит
itm_arena_shield_green_pl|Щит
itm_arena_shield_yellow|Щит
itm_arena_shield_yellow_pl|Щит
itm_arena_armor_white|Белый доспех арены
itm_arena_armor_white_pl|Белый доспех арены
itm_arena_armor_red|Красный доспех арены
itm_arena_armor_red_pl|Красный доспех арены
itm_arena_armor_blue|Синий доспех арены
itm_arena_armor_blue_pl|Синий доспех арены
itm_arena_armor_green|Зеленый доспех арены
itm_arena_armor_green_pl|Зеленый доспех арены
